Datetime,Close,High,Low,Open,Volume
2025-08-05 23:00:00+00:00,9.671480178833008,9.676130294799805,9.663629531860352,9.672809600830078,0
2025-08-06 00:00:00+00:00,9.6737699508667,9.678370475769043,9.658960342407227,9.672419548034668,0
2025-08-06 01:00:00+00:00,9.676509857177734,9.686260223388672,9.671090126037598,9.675530433654785,0
2025-08-06 02:00:00+00:00,9.675270080566406,9.68140983581543,9.670180320739746,9.678130149841309,0
2025-08-06 03:00:00+00:00,9.665169715881348,9.675100326538086,9.660110473632812,9.675020217895508,0
2025-08-06 04:00:00+00:00,9.66469955444336,9.667969703674316,9.657790184020996,9.66526985168457,0
2025-08-06 05:00:00+00:00,9.666529655456543,9.672510147094727,9.661109924316406,9.663969993591309,0
2025-08-06 06:00:00+00:00,9.673569679260254,9.674229621887207,9.66094970703125,9.668270111083984,0
2025-08-06 07:00:00+00:00,9.657130241394043,9.675020217895508,9.652460098266602,9.673930168151855,0
2025-08-06 08:00:00+00:00,9.668560028076172,9.673469543457031,9.65248966217041,9.657670021057129,0
2025-08-06 09:00:00+00:00,9.656889915466309,9.672140121459961,9.656060218811035,9.668829917907715,0
2025-08-06 10:00:00+00:00,9.642359733581543,9.658960342407227,9.634810447692871,9.657670021057129,0
2025-08-06 11:00:00+00:00,9.644769668579102,9.651399612426758,9.633560180664062,9.64192008972168,0
2025-08-06 12:00:00+00:00,9.629119873046875,9.650799751281738,9.625040054321289,9.644869804382324,0
2025-08-06 13:00:00+00:00,9.617620468139648,9.631460189819336,9.614800453186035,9.62909984588623,0
2025-08-06 14:00:00+00:00,9.63640022277832,9.641200065612793,9.61715030670166,9.61769962310791,0
2025-08-06 15:00:00+00:00,9.620429992675781,9.641349792480469,9.6148099899292,9.63640022277832,0
2025-08-06 16:00:00+00:00,9.6285400390625,9.633049964904785,9.609709739685059,9.620010375976562,0
2025-08-06 17:00:00+00:00,9.618370056152344,9.629010200500488,9.608400344848633,9.6285400390625,0
2025-08-06 18:00:00+00:00,9.606019973754883,9.61935043334961,9.59691047668457,9.618200302124023,0
2025-08-06 19:00:00+00:00,9.609979629516602,9.613510131835938,9.601320266723633,9.606010437011719,0
2025-08-06 20:00:00+00:00,9.598329544067383,9.6148099899292,9.598270416259766,9.610260009765625,0
2025-08-06 21:00:00+00:00,9.602069854736328,9.605369567871094,9.602069854736328,9.60496997833252,0
2025-08-06 22:00:00+00:00,9.596110343933105,9.60476016998291,9.590940475463867,9.60476016998291,0
2025-08-06 23:00:00+00:00,9.601670265197754,9.604949951171875,9.59253978729248,9.5974702835083,0
2025-08-07 00:00:00+00:00,9.611310005187988,9.61417007446289,9.599419593811035,9.601770401000977,0
2025-08-07 01:00:00+00:00,9.60752010345459,9.617609977722168,9.599300384521484,9.611310005187988,0
2025-08-07 02:00:00+00:00,9.610770225524902,9.613019943237305,9.59906005859375,9.60708999633789,0
2025-08-07 03:00:00+00:00,9.605159759521484,9.61596965789795,9.603309631347656,9.609310150146484,0
2025-08-07 04:00:00+00:00,9.600410461425781,9.606269836425781,9.593409538269043,9.605270385742188,0
2025-08-07 05:00:00+00:00,9.59706974029541,9.605770111083984,9.596010208129883,9.600179672241211,0
2025-08-07 06:00:00+00:00,9.595499992370605,9.607359886169434,9.58981990814209,9.596969604492188,0
2025-08-07 07:00:00+00:00,9.588760375976562,9.598810195922852,9.585599899291992,9.596159934997559,0
