Datetime,Close,High,Low,Open,Volume
2025-07-07 00:00:00+00:00,2.2716593742370605,2.272463321685791,2.2716593742370605,2.272463321685791,0
2025-07-07 00:05:00+00:00,2.2720205783843994,2.2724876403808594,2.271615743637085,2.271615743637085,1000192
2025-07-07 00:10:00+00:00,2.270777702331543,2.2711684703826904,2.2706611156463623,2.2711613178253174,2929152
2025-07-07 00:15:00+00:00,2.2698049545288086,2.27127742767334,2.2698049545288086,2.27127742767334,2175232
2025-07-07 00:20:00+00:00,2.268458366394043,2.2698252201080322,2.268458366394043,2.2698252201080322,2387712
2025-07-07 00:25:00+00:00,2.265928268432617,2.266580820083618,2.265928268432617,2.266580820083618,2907648
2025-07-07 00:30:00+00:00,2.265174388885498,2.265693187713623,2.264846086502075,2.265693187713623,3310336
2025-07-07 00:35:00+00:00,2.2646172046661377,2.265166759490967,2.2646172046661377,2.2651548385620117,2548224
2025-07-07 00:40:00+00:00,2.2642054557800293,2.2642054557800293,2.2634804248809814,2.2634804248809814,6126848
2025-07-07 00:45:00+00:00,2.2644104957580566,2.2644104957580566,2.2637603282928467,2.264136791229248,1009664
2025-07-07 00:50:00+00:00,2.264904022216797,2.264904022216797,2.2645697593688965,2.2645697593688965,1624320
2025-07-07 00:55:00+00:00,2.2651638984680176,2.2651638984680176,2.264824628829956,2.264824628829956,823552
2025-07-07 01:00:00+00:00,2.264432191848755,2.2647926807403564,2.264432191848755,2.2647926807403564,0
2025-07-07 01:05:00+00:00,2.2620320320129395,2.2639150619506836,2.2620320320129395,2.2639150619506836,0
2025-07-07 01:10:00+00:00,2.260071277618408,2.2607433795928955,2.260071277618408,2.2607433795928955,3237376
2025-07-07 01:15:00+00:00,2.262381076812744,2.262381076812744,2.2593483924865723,2.2601213455200195,9241344
2025-07-07 01:20:00+00:00,2.2627177238464355,2.2627177238464355,2.262394666671753,2.262394666671753,0
2025-07-07 01:25:00+00:00,2.2617266178131104,2.2617266178131104,2.2611467838287354,2.2611467838287354,3682560
2025-07-07 01:30:00+00:00,2.264434337615967,2.264434337615967,2.261918783187866,2.261918783187866,2143232
2025-07-07 01:35:00+00:00,2.2672178745269775,2.2672178745269775,2.2645046710968018,2.2645046710968018,548352
2025-07-07 01:40:00+00:00,2.267190933227539,2.2675671577453613,2.267190933227539,2.267470121383667,3445504
2025-07-07 01:45:00+00:00,2.266432523727417,2.2671561241149902,2.266432523727417,2.2671561241149902,1224192
2025-07-07 01:50:00+00:00,2.265784502029419,2.2661728858947754,2.2657504081726074,2.2661728858947754,592640
2025-07-07 01:55:00+00:00,2.2663066387176514,2.2663066387176514,2.2662572860717773,2.266280174255371,30720
2025-07-07 02:00:00+00:00,2.2670443058013916,2.2670443058013916,2.266319751739502,2.266319751739502,1275392
2025-07-07 02:05:00+00:00,2.2684760093688965,2.2684760093688965,2.268322467803955,2.268322467803955,0
2025-07-07 02:10:00+00:00,2.2718193531036377,2.2718193531036377,2.269582748413086,2.269582748413086,5677312
2025-07-07 02:15:00+00:00,2.273499011993408,2.273499011993408,2.271799325942993,2.271799325942993,7464192
2025-07-07 02:20:00+00:00,2.2735519409179688,2.2735612392425537,2.2735164165496826,2.2735612392425537,2095616
2025-07-07 02:25:00+00:00,2.2739856243133545,2.2740395069122314,2.273568630218506,2.273568630218506,2272000
2025-07-07 02:30:00+00:00,2.274012804031372,2.2742066383361816,2.2739920616149902,2.2739920616149902,4551680
2025-07-07 02:35:00+00:00,2.275195837020874,2.275195837020874,2.2740001678466797,2.2740001678466797,5515776
2025-07-07 02:40:00+00:00,2.277024745941162,2.2771668434143066,2.2766692638397217,2.2766692638397217,0
2025-07-07 02:45:00+00:00,2.2781364917755127,2.2782275676727295,2.2781364917755127,2.278200626373291,7016192
2025-07-07 02:50:00+00:00,2.277214527130127,2.278114080429077,2.277214527130127,2.278114080429077,1519360
2025-07-07 02:55:00+00:00,2.276101589202881,2.2772085666656494,2.276101589202881,2.2772085666656494,48390400
2025-07-07 03:00:00+00:00,2.275399684906006,2.2760634422302246,2.2753212451934814,2.2760634422302246,0
2025-07-07 03:05:00+00:00,2.273916721343994,2.275073289871216,2.273888349533081,2.275073289871216,3548160
2025-07-07 03:10:00+00:00,2.272796392440796,2.2729413509368896,2.2727737426757812,2.2729413509368896,493824
2025-07-07 03:15:00+00:00,2.272982120513916,2.272982120513916,2.272388458251953,2.272705078125,0
2025-07-07 03:20:00+00:00,2.2719128131866455,2.2727954387664795,2.2719128131866455,2.2727954387664795,0
2025-07-07 03:25:00+00:00,2.276397943496704,2.276397943496704,2.2719099521636963,2.2719099521636963,6450176
2025-07-07 03:30:00+00:00,2.275890588760376,2.2765417098999023,2.275890588760376,2.2764062881469727,5189120
2025-07-07 03:35:00+00:00,2.27714204788208,2.2772841453552246,2.276020050048828,2.276020050048828,2992384
2025-07-07 03:40:00+00:00,2.2769105434417725,2.2770776748657227,2.2769105434417725,2.2769644260406494,3785728
2025-07-07 03:45:00+00:00,2.2749407291412354,2.2766644954681396,2.2749407291412354,2.2766644954681396,2813440
2025-07-07 03:50:00+00:00,2.2742738723754883,2.274810791015625,2.2742223739624023,2.274810791015625,261120
2025-07-07 03:55:00+00:00,2.2721405029296875,2.2743723392486572,2.2721405029296875,2.274325132369995,7827968
2025-07-07 04:00:00+00:00,2.2709176540374756,2.272120714187622,2.2709176540374756,2.272120714187622,0
2025-07-07 04:05:00+00:00,2.271153688430786,2.2711849212646484,2.2709238529205322,2.2709238529205322,1961216
2025-07-07 04:10:00+00:00,2.2705867290496826,2.271390438079834,2.2705867290496826,2.271390438079834,4005888
2025-07-07 04:15:00+00:00,2.270880699157715,2.2719154357910156,2.270880699157715,2.2718417644500732,0
2025-07-07 04:20:00+00:00,2.269622802734375,2.270799398422241,2.269622802734375,2.270799398422241,4036608
2025-07-07 04:25:00+00:00,2.266956329345703,2.2681572437286377,2.26694655418396,2.2681572437286377,47411200
2025-07-07 04:30:00+00:00,2.266707181930542,2.266986846923828,2.266707181930542,2.2669496536254883,2066432
2025-07-07 04:35:00+00:00,2.26731538772583,2.2674014568328857,2.2667946815490723,2.2667946815490723,336128
2025-07-07 04:40:00+00:00,2.266514539718628,2.2670671939849854,2.266514539718628,2.2670671939849854,1387264
2025-07-07 04:45:00+00:00,2.265636444091797,2.266334295272827,2.265636444091797,2.266334295272827,0
2025-07-07 04:50:00+00:00,2.265719413757324,2.2657485008239746,2.2656729221343994,2.2656729221343994,0
