Date,Close,High,Low,Open,Volume
2024-09-05,0.37416601181030273,0.37685999274253845,0.37408098578453064,0.37416601181030273,0
2024-09-06,0.374116986989975,0.3743700087070465,0.3740580081939697,0.374116986989975,0
2024-09-09,0.36567699909210205,0.37689998745918274,0.36605098843574524,0.36567699909210205,0
2024-09-10,0.37414899468421936,0.3768799901008606,0.3740040063858032,0.37414899468421936,0
2024-09-11,0.3741210103034973,0.3768799901008606,0.37400999665260315,0.3741210103034973,0
2024-09-12,0.3741239905357361,0.374210000038147,0.37406298518180847,0.3741239905357361,0
2024-09-13,0.3741590082645416,0.3768500089645386,0.37410300970077515,0.3741590082645416,0
2024-09-16,0.3741759955883026,0.37685999274253845,0.36539098620414734,0.3741759955883026,0
2024-09-17,0.3740620017051697,0.37685999274253845,0.3740060031414032,0.3740620017051697,0
2024-09-18,0.37408098578453064,0.37425100803375244,0.37384000420570374,0.37408098578453064,0
2024-09-19,0.37411901354789734,0.3742370009422302,0.3740749955177307,0.37411901354789734,0
2024-09-20,0.37412598729133606,0.37426701188087463,0.374116986989975,0.37412598729133606,0
2024-09-23,0.36460399627685547,0.3767800033092499,0.36520999670028687,0.36460399627685547,0
2024-09-24,0.3741280138492584,0.37683001160621643,0.3741079866886139,0.3741280138492584,0
2024-09-25,0.3742009997367859,0.37425801157951355,0.3740540146827698,0.3742009997367859,0
2024-09-26,0.37408900260925293,0.37426599860191345,0.3740580081939697,0.37408900260925293,0
2024-09-27,0.3741779923439026,0.37692001461982727,0.37418198585510254,0.3741779923439026,0
2024-09-30,0.37380799651145935,0.37692001461982727,0.37382200360298157,0.37380799651145935,0
2024-10-01,0.3742530047893524,0.37428000569343567,0.3741360008716583,0.3742530047893524,0
2024-10-02,0.37420299649238586,0.37696000933647156,0.3741590082645416,0.37420299649238586,0
2024-10-03,0.37423598766326904,0.3769899904727936,0.3741919994354248,0.37423598766326904,0
2024-10-04,0.3742769956588745,0.37700000405311584,0.3741840124130249,0.3742769956588745,0
2024-10-07,0.3739590048789978,0.37700000405311584,0.36728599667549133,0.3739590048789978,0
2024-10-08,0.37421101331710815,0.37702998518943787,0.37409499287605286,0.37421101331710815,0
2024-10-09,0.37415599822998047,0.37702998518943787,0.3740380108356476,0.37415599822998047,0
2024-10-10,0.37409400939941406,0.37692999839782715,0.3740909993648529,0.37409400939941406,0
2024-10-11,0.3742629885673523,0.37692999839782715,0.3741219937801361,0.3742629885673523,0
2024-10-14,0.36467400193214417,0.37471699714660645,0.3740909993648529,0.36467400193214417,0
2024-10-15,0.3741689920425415,0.37696000933647156,0.37407800555229187,0.3741689920425415,0
2024-10-16,0.3741460144519806,0.37700000405311584,0.3741230070590973,0.3741460144519806,0
2024-10-17,0.37417298555374146,0.37700000405311584,0.3741070032119751,0.37417298555374146,0
2024-10-18,0.37417998909950256,0.3742760121822357,0.37413299083709717,0.37417998909950256,0
2024-10-21,0.3639959990978241,0.37424200773239136,0.3643830120563507,0.3639959990978241,0
2024-10-22,0.37419599294662476,0.37700000405311584,0.3741439878940582,0.37419599294662476,0
2024-10-23,0.37414199113845825,0.37700000405311584,0.3740519881248474,0.37414199113845825,0
2024-10-24,0.3741999864578247,0.37700000405311584,0.37352699041366577,0.3741999864578247,0
2024-10-25,0.3741860091686249,0.3742400109767914,0.37414801120758057,0.3741860091686249,0
2024-10-28,0.37398800253868103,0.37418898940086365,0.37404701113700867,0.37398800253868103,0
2024-10-29,0.37408798933029175,0.3741309940814972,0.3740360140800476,0.37408798933029175,0
2024-10-30,0.37408098578453064,0.37700000405311584,0.37394699454307556,0.37408098578453064,0
2024-10-31,0.37414199113845825,0.37700000405311584,0.3741089999675751,0.37414199113845825,0
2024-11-01,0.37413299083709717,0.3769499957561493,0.37408098578453064,0.37413299083709717,0
2024-11-04,0.364656001329422,0.3769499957561493,0.3640280067920685,0.364656001329422,0
2024-11-05,0.37406399846076965,0.3769800066947937,0.3740609884262085,0.37406399846076965,0
2024-11-06,0.3741370141506195,0.37696999311447144,0.37393099069595337,0.3741370141506195,0
2024-11-07,0.3740299940109253,0.37696000933647156,0.373991996049881,0.3740299940109253,0
2024-11-08,0.3742069900035858,0.37696000933647156,0.374098002910614,0.3742069900035858,0
2024-11-11,0.36695098876953125,0.374222993850708,0.3670690059661865,0.36695098876953125,0
2024-11-12,0.37407198548316956,0.3769499957561493,0.3740380108356476,0.37407198548316956,0
2024-11-13,0.3740620017051697,0.3768500089645386,0.373989999294281,0.3740620017051697,0
2024-11-14,0.37404799461364746,0.3768700063228607,0.37399399280548096,0.37404799461364746,0
2024-11-15,0.376800000667572,0.3768799901008606,0.3644050061702728,0.376800000667572,0
2024-11-18,0.3736189901828766,0.3741210103034973,0.37376800179481506,0.3736189901828766,0
2024-11-19,0.3740270137786865,0.376910001039505,0.37401700019836426,0.3740270137786865,0
2024-11-20,0.3740749955177307,0.3741590082645416,0.37397900223731995,0.3740749955177307,0
2024-11-21,0.3740899860858917,0.37692999839782715,0.3739849925041199,0.3740899860858917,0
2024-11-22,0.37404000759124756,0.37689998745918274,0.3739440143108368,0.37404000759124756,0
2024-11-25,0.3739140033721924,0.37696999311447144,0.36230000853538513,0.3739140033721924,0
2024-11-26,0.3740929961204529,0.37419700622558594,0.37391799688339233,0.3740929961204529,0
2024-11-27,0.37407100200653076,0.37417998909950256,0.37403300404548645,0.37407100200653076,0
2024-11-28,0.37408700585365295,0.37415599822998047,0.37403300404548645,0.37408700585365295,0
2024-11-29,0.37407100200653076,0.3769899904727936,0.37404701113700867,0.37407100200653076,0
2024-12-02,0.3639970123767853,0.3769899904727936,0.36580801010131836,0.36580801010131836,0
2024-12-03,0.37415099143981934,0.3742319941520691,0.3740279972553253,0.3741089999675751,0
2024-12-04,0.37414801120758057,0.3769899904727936,0.3740540146827698,0.37410199642181396,0
2024-12-05,0.37418699264526367,0.3769899904727936,0.3740819990634918,0.37418699264526367,0
2024-12-06,0.3741239905357361,0.3742290139198303,0.37407198548316956,0.3741239905357361,0
2024-12-09,0.3652780055999756,0.377020001411438,0.36609500646591187,0.3652780055999756,0
2024-12-10,0.3741919994354248,0.37428998947143555,0.37410101294517517,0.3741919994354248,0
2024-12-11,0.3743000030517578,0.37720000743865967,0.3741919994354248,0.3743000030517578,0
2024-12-12,0.37428000569343567,0.37431201338768005,0.37406599521636963,0.37428000569343567,0
2024-12-13,0.374193012714386,0.37426599860191345,0.3741230070590973,0.374193012714386,0
2024-12-16,0.36431100964546204,0.37430399656295776,0.3639110028743744,0.36431100964546204,0
