Date,Close,High,Low,Open,Volume
2024-09-05,3.6836600303649902,3.7051799297332764,3.6812000274658203,3.6836600303649902,0
2024-09-06,3.704699993133545,3.7258999347686768,3.6903998851776123,3.704699993133545,0
2024-09-09,3.7258999347686768,3.7664499282836914,3.7212700843811035,3.7258999347686768,0
2024-09-10,3.765439987182617,3.7769100666046143,3.737220048904419,3.765439987182617,0
2024-09-11,3.758810043334961,3.7753798961639404,3.7554900646209717,3.758810043334961,0
2024-09-12,3.775099992752075,3.775099992752075,3.7216100692749023,3.775099992752075,0
2024-09-13,3.7228798866271973,3.7228798866271973,3.701080083847046,3.7228798866271973,0
2024-09-16,3.7081100940704346,3.748569965362549,3.7018001079559326,3.7081100940704346,0
2024-09-17,3.744810104370117,3.7895400524139404,3.735300064086914,3.744810104370117,0
2024-09-18,3.7825000286102295,3.7825000286102295,3.7557199001312256,3.7825000286102295,0
2024-09-19,3.779010057449341,3.7805099487304688,3.7408900260925293,3.779010057449341,0
2024-09-20,3.7731099128723145,3.7880098819732666,3.744339942932129,3.7731099128723145,0
2024-09-23,3.7803800106048584,3.785599946975708,3.7690799236297607,3.780519962310791,0
2024-09-24,3.7830801010131836,3.7939000129699707,3.732379913330078,3.7830801010131836,0
2024-09-25,3.755500078201294,3.7674400806427,3.7288599014282227,3.755500078201294,0
2024-09-26,3.7399399280548096,3.7399399280548096,3.6791601181030273,3.7399399280548096,0
2024-09-27,3.6888198852539062,3.7096099853515625,3.6888198852539062,3.6888198852539062,0
2024-09-30,3.6970200538635254,3.719209909439087,3.6907999515533447,3.6970200538635254,0
2024-10-01,3.714600086212158,3.7628800868988037,3.710710048675537,3.714600086212158,0
2024-10-02,3.753040075302124,3.7961299419403076,3.7530100345611572,3.753040075302124,0
2024-10-03,3.783139944076538,3.8120100498199463,3.7709999084472656,3.783139944076538,0
2024-10-04,3.8020401000976562,3.829390048980713,3.7420899868011475,3.8020401000976562,0
2024-10-07,3.8129799365997314,3.8129799365997314,3.773439884185791,3.8129799365997314,0
2024-10-08,3.7866098880767822,3.80076003074646,3.7590999603271484,3.7866098880767822,0
2024-10-09,3.762700080871582,3.776210069656372,3.7409000396728516,3.762700080871582,0
2024-10-10,3.7644999027252197,3.777479887008667,3.750499963760376,3.7651400566101074,0
2024-10-11,3.7663400173187256,3.768939971923828,3.7476999759674072,3.7663400173187256,0
2024-10-14,3.757810115814209,3.7741599082946777,3.75150990486145,3.757810115814209,0
2024-10-15,3.7595300674438477,3.7629499435424805,3.707089900970459,3.7595300674438477,0
2024-10-16,3.75750994682312,3.77278995513916,3.7539000511169434,3.75750994682312,0
2024-10-17,3.755660057067871,3.778980016708374,3.7273499965667725,3.755660057067871,0
2024-10-18,3.7331600189208984,3.7331600189208984,3.7012500762939453,3.7331600189208984,0
